Grouped,Currency,Name,GTIN,Ledger,"ProductStatus",Items sold,"Avg ItemSales Price","Net AmountVAT 9%","Gross AmountVAT 9%","Net AmountVAT 21%","Gross AmountVAT 21%","Net AmountVAT 0%","Total Revenueexcl. VAT","Total Revenueincl. VAT",Buying price excl. tax,Total buying price,Margin,Margin %,Markup,"Revenue %of Category","Revenue %of Total"
Accessoires & Merch,EUR,Hetkinen Pine Hand Wash,04001416,788865,ACTIVE,7,31,0,0,179.338845,217,0,179.338845,217,0,0,179.338845,0,
Accessoires & Merch,EUR,Flower Bouquet,04001546,788865,ACTIVE,18,10,165.137616,180,0,0,0,165.137616,180,0,0,165.137616,0,
Accessoires & Merch,EUR,Matcha Latte Cap,04001027,788865,ACTIVE,3,42,0,0,104.132232,126,0,104.132232,126,0,0,104.132232,0,
Accessoires & Merch,EUR,LERA grey T-shirt,04001805,788865,ACTIVE,2,55,0,0,90.90909,110,0,90.90909,110,0,0,90.90909,0,
Accessoires & Merch,EUR,TOTORO Notebook,04001508,788865,ACTIVE,4,25.95,0,0,85.785124,103.8,0,85.785124,103.8,0,0,85.785124,0,
Accessoires & Merch,EUR,MATCHA BOOK,04001492,788865,ACTIVE,3,31.2,0,0,77.355372,93.6,0,77.355372,93.6,0,0,77.355372,0,
Accessoires & Merch,EUR,Kawai Drawing Japan,04001478,788865,ACTIVE,5,17.95,0,0,74.173555,89.75,0,74.173555,89.75,0,0,74.173555,0,
Accessoires & Merch,EUR,MATCHA COOKBOOK,04001485,788865,ACTIVE,6,13.95,0,0,69.173556,83.7,0,69.173556,83.7,0,0,69.173556,0,
Accessoires & Merch,EUR,B Kyoto Magazine,04001522,788865,ACTIVE,2,31.5,0,0,52.066116,63,0,52.066116,63,0,0,52.066116,0,
Coffee,EUR,Iced Coffee Latte,04000099,788865,ACTIVE,8,4.89375,35.917432,39.15,0,0,0,35.917432,39.15,0,0,35.917432,0,
Coffee,EUR,Cappuccino,04000013,788865,ACTIVE,7,4.077143,26.183486,28.54,0,0,0,26.183486,28.54,0,0,26.183486,0,
Coffee,EUR,Flat White,04000051,788865,ACTIVE,3,4.6,12.66055,13.8,0,0,0,12.66055,13.8,0,0,12.66055,0,
Coffee,EUR,Americano,04000044,788865,ACTIVE,3,3,8.256882,9,0,0,0,8.256882,9,0,0,8.256882,0,
Coffee,EUR,Espresso,04000037,788865,ACTIVE,2,3.06,5.614679,6.12,0,0,0,5.614679,6.12,0,0,5.614679,0,
Coffee,EUR,Latte,04000020,788865,ACTIVE,1,4.7,4.311927,4.7,0,0,0,4.311927,4.7,0,0,4.311927,0,
Cosmetics,EUR,DR. ALTHEA - Retinol Flat Iron Eye Roller,04001690,788865,DRAFT,5,31,0,0,128.099175,155,0,128.099175,155,0,0,128.099175,0,
Cosmetics,EUR,ANUA - Heartleaf Silky Moisture Sun Cream,04001683,788865,DRAFT,5,27.84,0,0,115.041322,139.2,0,115.041322,139.2,0,0,115.041322,0,
Cosmetics,EUR,ABIB - Airy Sunstick Smoothing Bar,04001652,788865,ACTIVE,5,27,0,0,111.57025,135,0,111.57025,135,0,0,111.57025,0,
Cosmetics,EUR,ABIB - Retinal Eye Serum Lifting Roller,04001720,788865,ACTIVE,6,22.233333,0,0,110.247932,133.4,0,110.247932,133.4,0,0,110.247932,0,
Cosmetics,EUR,Hetkinen Avando Hand Wash,04001409,788865,ACTIVE,4,31,0,0,102.47934,124,0,102.47934,124,0,0,102.47934,0,
Cosmetics,EUR,BIODANCE - Rejuvenating Caviar Pdrn Sheet Mask,04001638,788865,ACTIVE,16,7.40625,0,0,97.933883,118.5,0,97.933883,118.5,0,0,97.933883,0,
Cosmetics,EUR,CELIMAX - Retinal Shot Tightening Booster,04001713,788865,ACTIVE,5,23,0,0,95.04132,115,0,95.04132,115,0,0,95.04132,0,
